,amp1mean,amp1std,amp1skew,amp1kurt,amp1dmean,amp1dstd,amp1dskew,amp1dkurt,amp10mean,amp10std,amp10skew,amp10kurt,amp10dmean,amp10dstd,amp10dskew,amp10dkurt,amp100mean,amp100std,amp100skew,amp100kurt,amp100dmean,amp100dstd,amp100dskew,amp100dkurt,amp1000mean,amp1000std,amp1000skew,amp1000kurt,amp1000dmean,amp1000dstd,amp1000dskew,amp1000dkurt,power1,power2,power3,power4,power5,power6,power7,power8,power9,power10
Adele\13 Chasing Pavements.mp3,-9.824023333333333,6436.698684916222,0.0875401520246246,4.019535431964591,0.017640029400049,3627.157378518782,0.29694137867719395,7.534283331565126,-9.824023333333338,4901.31855270901,0.0013378413340038229,4.668091141113987,0.2656594276571304,5496.000677504221,0.05213193108536567,3.5773430912170867,-9.824023333333335,1150.294771432311,-0.006551524848103067,4.524454898039895,-0.2203000500083335,2115.7055251852576,0.03568421678146001,4.151300500022304,-9.824023333333333,122.94535422438481,-0.17344925586368945,5.223219690160978,0.5199799666110165,209.56736638990878,0.13473161908037407,5.755903543670789,0.313145876965887,0.1841238549071684,0.09461104983885216,0.10615061001610748,0.07310256818490678,0.07202567894298331,0.043388037525507295,0.04325779632276013,0.041774570285327106,0.028419957010500277
Adele\14 I Can't Make You Love Me.mp3,-1.0746716666666667,4169.1385410484745,0.3325624843173357,4.778346299203551,-0.0037316728861214767,2988.995467870589,0.6981137885149905,13.50727504042461,-1.0746716666666658,2481.834881630184,0.05606421959579705,3.7732059319210194,-0.08155469257821056,3581.251361169976,0.03010098662720328,4.237135438788073,-1.0746716666666671,299.9030593853491,-0.02763288080207001,3.832025438963818,0.038948158026337054,486.90492195706423,-0.016638903109483995,4.0355214484244115,-1.074671666666667,37.0225567380734,-0.0288307685566949,3.6519783521634643,-0.019510851419031573,65.73655760477327,0.11321897145880519,3.7410738788540874,0.21688700803853744,0.19273569616500455,0.16040495946481267,0.11353575906450492,0.07572321051167501,0.07166913093884983,0.04388036453711093,0.056240083261532424,0.048063441947754026,0.02086034607021848
Adele\15 Make You Feel My Love.mp3,-0.39404666666666666,4104.293663342154,0.15103089109926277,4.266062826729147,-0.009670016116693528,2110.234902490415,0.9493849262349969,26.422223602312197,-0.3940466666666668,3007.2326424767825,0.041364454408473826,3.184307796730454,-0.01585359755996071,4120.6743354448645,0.01713826982143545,3.441808071875046,-0.3940466666666677,399.02878705124914,0.02965958864180662,3.666715315718967,-0.08995999333222142,676.0975044763082,-0.03617112740459124,4.170798959720185,-0.39404666666666666,48.10009358290781,0.05203509174849709,3.1827202636321714,0.02443739565943166,85.76738735059644,0.01771708091641951,3.3897464698147433,0.3129478765153756,0.21412488781053818,0.12976818814050597,0.1016511511221455,0.05775891936965279,0.054204100052711035,0.04237969496342483,0.030849555537790268,0.03367323769423609,0.022642388793619343
Adele\16 Someone Like You.mp3,-0.92627,4281.249627036934,0.47306229148832485,4.121858583651089,-0.006478344130573551,2006.9596844676084,0.6451116062464358,13.04933211072132,-0.9262700000000007,3084.1127846978225,0.1917789307290441,3.29364795751162,-0.009526825447089623,4589.053629219439,-0.13893946866555593,3.5297703180947195,-0.9262700000000005,313.90316623355966,0.04973425506955623,3.335591492768193,-0.04654942490415094,513.4980489532963,-0.10192979073779307,3.812635269427065,-0.9262700000000003,38.72219509601395,-0.01635301237678804,3.402630146991257,-0.08211185308848062,66.63160053326963,-0.1424412123256479,3.287638820194636,0.3088878921961744,0.25461639564944233,0.11406301928185382,0.09828492513270418,0.05656672043902892,0.05200205496621721,0.0335308631732624,0.0312289369527693,0.03140360822706084,0.01941558398148684
Adele\17 Rolling In The Deep.mp3,-0.23820166666666667,6874.726639624175,0.08080732668348882,3.30868638060273,0.002336670561117602,4149.8912158794055,0.35517990931817794,6.119365607337669,-0.23820166666666287,4923.985422207617,-0.016523504379861133,3.7284950060582323,-0.11174352905881334,5852.589582714147,-0.005733407935926551,3.4568166871333204,-0.23820166666666545,1005.2939088652048,-0.062329895249615776,3.2159168175615562,-0.13331888648108103,1827.4369577281316,0.061334244427983756,3.1007936702146375,-0.23820166666666695,99.94119924521117,0.3140656947625083,3.7225062208427517,-0.017233722871450773,163.91580683097817,0.07776756662097177,3.6887828943686167,0.29002875123976357,0.18952525508515997,0.1380093986623995,0.09331090111806674,0.06751269332801392,0.06187406314564158,0.045363629796460914,0.047166019073895914,0.03886697767001489,0.028342310880582873
BeastieBoys\01 So What'cha Want.mp3,-23.122673333333335,10584.840162061237,0.017653113837550985,4.012373296582388,-0.02613837689729483,4221.499700225974,-0.03670391777957866,6.407033310138291,-23.12267333333333,9299.083061828798,0.015579374305915803,4.760761263845144,-0.19430657177620017,7686.85926358576,-0.03869335057407536,5.012879004267894,-23.12267333333332,3383.2501581335987,0.23394248939551782,9.774445525003179,2.8170895149191395,6502.063110548014,0.015878295924027105,9.913746620442469,-23.122673333333328,290.14495116640114,1.6003257392278891,15.056801126176845,-0.15218030050083436,476.0126098240852,0.09393057781786153,9.518542553838628,0.3259395037710101,0.17544137564612117,0.12911667175627037,0.10210595715168137,0.07071896674697939,0.06342456027556993,0.043672098746116446,0.03101250684120056,0.03140258989686474,0.027165769168185874
BeastieBoys\03 Ch-Check It Out.mp3,-2.75651,8453.163944055266,0.03230986531718602,4.793134634340597,0.002000003333338889,4146.916915020424,-0.1764777563561443,7.324195936592279,-2.756509999999997,7582.071968638164,0.0346740717697847,5.246834607160533,-0.01625193753229394,4662.554655884013,-0.09818553572010949,5.754420487835741,-2.756510000000008,4459.7584721932035,-0.05541626718743164,5.154597376378211,0.009786631105182308,8580.605672424637,0.028136141560088684,5.207687572896854,-2.7565099999999996,436.4352634730874,-0.20273844593645934,4.577552544738678,-0.12912353923205044,743.5848195699934,0.2126442129239934,3.9557932062358443,0.29894152821154857,0.14202434011722326,0.10061631224416509,0.08588658922239219,0.07543776751897596,0.08185438857745587,0.06735770426637186,0.059632771836663094,0.04542369792214191,0.04282490008306209
BeastieBoys\04 No Sleep Till Brooklyn.mp3,2.3279733333333334,6481.231622242552,-0.08929665459272847,8.033507538509468,0.017668362780604633,3565.7789971256752,-0.0022732738559983205,4.956234586786149,2.3279733333333303,5848.509586357037,-0.11388742572340986,10.517235111289814,0.11842530708845063,3406.577320857608,0.012222202967553147,6.613102523039063,2.3279733333333374,2284.867798108516,0.1170305603554809,14.054566646146716,-0.11555259209869977,4131.554006655648,-0.04280154887857553,14.199602128699171,2.3279733333333343,207.91523308450158,0.3641778624490067,8.214606162063353,-0.44645909849749643,365.59308435276165,-0.11896418770004444,7.926948055981468,0.27857562049660095,0.11910602279336843,0.06436585817843518,0.09143198777384308,0.07293153790871024,0.08241603706438279,0.08811923851179299,0.08692590772663877,0.06899296842263392,0.047134821123593844
BeastieBoys\05 Hey Ladies.mp3,-238.9313,7906.41998535011,-0.0440415706699001,6.151692909927035,0.01717002861671436,4322.533590600493,0.09206344572368193,8.285142929250577,-238.9313,6658.122675503558,-0.027405450132466327,8.519454713390086,0.00480674677911207,4808.602998117692,0.020954050231475774,10.577606215234637,-238.93130000000002,2582.6429698686657,-0.009173712334608902,12.2064176150688,0.07265377562924727,4795.861194316704,-0.05668391996200473,13.157808407532332,-238.93129999999994,230.6539237711049,0.08323470640805282,7.286410010140935,0.009609348914859142,384.27320874266434,-0.3835957621543443,7.31363941692853,0.3077518068862598,0.15424470380950306,0.10375277381515684,0.09651060558186966,0.0829937755229725,0.08196271723621584,0.06200331208657354,0.04785918048326211,0.03376509655977733,0.029156028018409465
BeastieBoys\06 Pass the Mic.mp3,-19.46036,10438.562685948134,0.01298699285047391,3.1720930020388365,-0.004076673461122435,3710.198814274708,-0.32070330016806486,6.260794768332061,-19.46035999999999,9391.17610424248,0.007171777399894598,3.309679710614841,-0.09559659327655803,6826.0320540544635,0.06658679198368375,3.9925019727646465,-19.460360000000005,4527.567356519286,0.014318869292271264,3.8581629644428825,-1.5289748291381702,8874.441463667714,0.011153851209680939,3.915390224795975,-19.46036,301.7871290558635,-0.2438512252751144,5.1141813098094495,-0.7600183639398989,510.52028548761433,0.3309901795237486,5.158205128346252,0.3558300916028065,0.18263327973962187,0.10653052186206718,0.09577149440060613,0.0665540565839028,0.05747737422857919,0.04494738244738198,0.03709041784084565,0.02878854101836054,0.024376840275828118
